,overs,runs,wickets,total,difference
101,4.1,47.0,0.0,226.0,179.0
104,4.2,51.0,0.0,226.0,175.0
103,4.3,55.0,0.0,226.0,171.0
98,4.4,56.0,0.0,226.0,170.0
97,4.5,56.0,0.0,226.0,170.0
100,4.6,56.0,0.0,226.0,170.0
99,4.7,57.0,0.0,226.0,169.0
118,5.1,59.0,0.0,226.0,167.0
119,5.2,65.0,0.0,226.0,161.0
120,5.3,67.0,0.0,226.0,159.0
121,5.4,68.0,0.0,226.0,158.0
102,5.5,70.0,0.0,226.0,156.0
126,5.6,70.0,0.0,226.0,156.0
6,6.1,76.0,0.0,226.0,150.0
49,6.2,77.0,0.0,226.0,149.0
31,6.3,77.0,0.0,226.0,149.0
30,6.4,78.0,0.0,226.0,148.0
29,6.5,79.0,0.0,226.0,147.0
1,6.6,80.0,0.0,226.0,146.0
23,6.7,81.0,0.0,226.0,145.0
3,7.1,82.0,0.0,226.0,144.0
0,7.2,82.0,0.0,226.0,144.0
69,7.3,88.0,0.0,226.0,138.0
33,7.4,89.0,0.0,226.0,137.0
7,7.5,89.0,0.0,226.0,137.0
77,7.6,90.0,0.0,226.0,136.0
5,7.7,92.0,0.0,226.0,134.0
55,8.1,93.0,0.0,226.0,133.0
57,8.2,94.0,0.0,226.0,132.0
56,8.3,95.0,0.0,226.0,131.0
59,8.4,96.0,0.0,226.0,130.0
58,8.5,96.0,0.0,226.0,130.0
61,8.6,96.0,0.0,226.0,130.0
60,8.7,98.0,0.0,226.0,128.0
66,9.1,102.0,0.0,226.0,124.0
67,9.2,106.0,0.0,226.0,120.0
68,9.3,107.0,0.0,226.0,119.0
63,9.4,107.0,0.0,226.0,119.0
64,9.5,108.0,0.0,226.0,118.0
65,9.6,109.0,0.0,226.0,117.0
80,0.1,1.0,0.0,199.0,198.0
82,0.2,3.0,0.0,199.0,196.0
81,0.3,3.0,0.0,199.0,196.0
84,0.4,7.0,0.0,199.0,192.0
83,0.5,9.0,0.0,199.0,190.0
85,0.6,9.0,0.0,199.0,190.0
77,1.1,9.0,0.0,199.0,190.0
78,1.2,9.0,0.0,199.0,190.0
79,1.3,9.0,0.0,199.0,190.0
74,1.4,10.0,0.0,199.0,189.0
75,1.5,11.0,0.0,199.0,188.0
76,1.6,15.0,0.0,199.0,184.0
8,10.1,60.0,2.0,199.0,139.0
10,10.2,60.0,2.0,199.0,139.0
9,10.3,61.0,2.0,199.0,138.0
12,10.4,61.0,2.0,199.0,138.0
11,10.5,67.0,2.0,199.0,132.0
13,10.6,67.0,2.0,199.0,132.0
103,11.1,67.0,2.0,199.0,132.0
104,11.2,69.0,2.0,199.0,130.0
105,11.3,70.0,2.0,199.0,129.0
100,11.4,76.0,2.0,199.0,123.0
101,11.5,82.0,2.0,199.0,117.0
102,11.6,82.0,2.0,199.0,117.0
2,12.1,83.0,2.0,199.0,116.0
27,12.2,84.0,2.0,199.0,115.0
23,12.3,85.0,2.0,199.0,114.0
7,12.4,87.0,2.0,199.0,112.0
47,12.5,88.0,2.0,199.0,111.0
5,12.6,92.0,2.0,199.0,107.0
91,13.1,92.0,2.0,199.0,107.0
89,13.2,98.0,2.0,199.0,101.0
90,13.3,102.0,2.0,199.0,97.0
87,13.4,106.0,2.0,199.0,93.0
88,13.5,107.0,2.0,199.0,92.0
86,13.6,111.0,2.0,199.0,88.0
25,14.1,112.0,2.0,199.0,87.0
28,14.2,118.0,2.0,199.0,81.0
26,14.3,122.0,2.0,199.0,77.0
21,14.4,123.0,2.0,199.0,76.0
22,14.5,129.0,2.0,199.0,70.0
24,14.6,131.0,2.0,199.0,68.0
115,15.1,131.0,2.0,199.0,68.0
116,15.2,132.0,2.0,199.0,67.0
117,15.3,133.0,2.0,199.0,66.0
118,15.4,134.0,2.0,199.0,65.0
66,15.5,138.0,2.0,199.0,61.0
120,15.6,139.0,2.0,199.0,60.0
121,15.7,140.0,2.0,199.0,59.0
20,16.1,144.0,2.0,199.0,55.0
19,16.2,144.0,2.0,199.0,55.0
18,16.3,148.0,2.0,199.0,51.0
17,16.4,151.0,2.0,199.0,48.0
16,16.5,152.0,2.0,199.0,47.0
15,16.6,153.0,2.0,199.0,46.0
14,16.7,159.0,2.0,199.0,40.0
108,17.1,159.0,3.0,199.0,40.0
106,17.2,163.0,3.0,199.0,36.0
107,17.3,165.0,3.0,199.0,34.0
110,17.4,169.0,3.0,199.0,30.0
111,17.5,170.0,3.0,199.0,29.0
109,17.6,170.0,4.0,199.0,29.0
68,18.1,170.0,4.0,199.0,29.0
70,18.2,170.0,4.0,199.0,29.0
69,18.3,176.0,4.0,199.0,23.0
72,18.4,180.0,4.0,199.0,19.0
71,18.5,186.0,4.0,199.0,13.0
73,18.6,187.0,4.0,199.0,12.0
51,19.1,187.0,4.0,199.0,12.0
67,19.2,191.0,4.0,199.0,8.0
58,19.3,195.0,4.0,199.0,4.0
48,19.4,197.0,4.0,199.0,2.0
49,19.5,198.0,4.0,199.0,1.0
50,19.6,199.0,4.0,199.0,0.0
43,2.1,15.0,0.0,199.0,184.0
42,2.2,19.0,0.0,199.0,180.0
41,2.3,19.0,0.0,199.0,180.0
46,2.4,19.0,0.0,199.0,180.0
45,2.5,21.0,0.0,199.0,178.0
44,2.6,21.0,0.0,199.0,178.0
40,3.1,21.0,0.0,199.0,178.0
38,3.2,21.0,0.0,199.0,178.0
39,3.3,23.0,0.0,199.0,176.0
36,3.4,23.0,1.0,199.0,176.0
37,3.5,23.0,1.0,199.0,176.0
35,3.6,24.0,1.0,199.0,175.0
96,4.1,25.0,1.0,199.0,174.0
99,4.2,26.0,1.0,199.0,173.0
98,4.3,26.0,1.0,199.0,173.0
93,4.4,28.0,1.0,199.0,171.0
92,4.5,30.0,1.0,199.0,169.0
95,4.6,30.0,1.0,199.0,169.0
112,5.1,30.0,2.0,199.0,169.0
94,5.2,30.0,2.0,199.0,169.0
113,5.3,30.0,2.0,199.0,169.0
114,5.4,32.0,2.0,199.0,167.0
97,5.5,32.0,2.0,199.0,167.0
119,5.6,32.0,2.0,199.0,167.0
6,6.1,33.0,2.0,199.0,166.0
32,6.2,33.0,2.0,199.0,166.0
4,6.3,34.0,2.0,199.0,165.0
30,6.4,35.0,2.0,199.0,164.0
29,6.5,36.0,2.0,199.0,163.0
1,6.6,36.0,2.0,199.0,163.0
3,7.1,38.0,2.0,199.0,161.0
0,7.2,42.0,2.0,199.0,157.0
65,7.3,43.0,2.0,199.0,156.0
33,7.4,43.0,2.0,199.0,156.0
34,7.5,49.0,2.0,199.0,150.0
31,7.6,50.0,2.0,199.0,149.0
52,8.1,50.0,2.0,199.0,149.0
54,8.2,51.0,2.0,199.0,148.0
53,8.3,52.0,2.0,199.0,147.0
56,8.4,53.0,2.0,199.0,146.0
55,8.5,54.0,2.0,199.0,145.0
57,8.6,54.0,2.0,199.0,145.0
62,9.1,55.0,2.0,199.0,144.0
63,9.2,56.0,2.0,199.0,143.0
64,9.3,57.0,2.0,199.0,142.0
59,9.4,57.0,2.0,199.0,142.0
60,9.5,58.0,2.0,199.0,141.0
61,9.6,58.0,2.0,199.0,141.0
79,0.1,0.0,0.0,168.0,168.0
81,0.2,1.0,0.0,168.0,167.0
80,0.3,2.0,0.0,168.0,166.0
83,0.4,3.0,0.0,168.0,165.0
82,0.5,4.0,0.0,168.0,164.0
84,0.6,4.0,0.0,168.0,164.0
76,1.1,8.0,0.0,168.0,160.0
77,1.2,8.0,0.0,168.0,160.0
78,1.3,8.0,1.0,168.0,160.0
73,1.4,8.0,1.0,168.0,160.0
74,1.5,8.0,1.0,168.0,160.0
75,1.6,9.0,1.0,168.0,159.0
8,10.1,59.0,3.0,168.0,109.0
10,10.2,60.0,3.0,168.0,108.0
9,10.3,60.0,3.0,168.0,108.0
12,10.4,61.0,3.0,168.0,107.0
11,10.5,62.0,3.0,168.0,106.0
13,10.6,66.0,3.0,168.0,102.0
102,11.1,67.0,3.0,168.0,101.0
103,11.2,67.0,3.0,168.0,101.0
104,11.3,67.0,3.0,168.0,101.0
99,11.4,68.0,3.0,168.0,100.0
100,11.5,69.0,3.0,168.0,99.0
101,11.6,69.0,3.0,168.0,99.0
2,12.1,69.0,3.0,168.0,99.0
26,12.2,70.0,3.0,168.0,98.0
22,12.3,71.0,3.0,168.0,97.0
7,12.4,71.0,3.0,168.0,97.0
46,12.5,72.0,3.0,168.0,96.0
5,12.6,76.0,3.0,168.0,92.0
90,13.1,77.0,3.0,168.0,91.0
88,13.2,78.0,3.0,168.0,90.0
89,13.3,79.0,3.0,168.0,89.0
86,13.4,80.0,3.0,168.0,88.0
87,13.5,80.0,3.0,168.0,88.0
85,13.6,80.0,3.0,168.0,88.0
24,14.1,82.0,3.0,168.0,86.0
27,14.2,83.0,3.0,168.0,85.0
25,14.3,87.0,3.0,168.0,81.0
20,14.4,91.0,3.0,168.0,77.0
21,14.5,97.0,3.0,168.0,71.0
23,14.6,101.0,3.0,168.0,67.0
116,15.1,102.0,3.0,168.0,66.0
117,15.2,102.0,3.0,168.0,66.0
118,15.3,102.0,3.0,168.0,66.0
119,15.4,106.0,3.0,168.0,62.0
65,15.5,107.0,3.0,168.0,61.0
121,15.6,109.0,3.0,168.0,59.0
19,16.1,110.0,3.0,168.0,58.0
18,16.2,111.0,3.0,168.0,57.0
17,16.3,111.0,3.0,168.0,57.0
16,16.4,115.0,3.0,168.0,53.0
15,16.5,121.0,3.0,168.0,47.0
14,16.6,122.0,3.0,168.0,46.0
107,17.1,123.0,3.0,168.0,45.0
105,17.2,127.0,3.0,168.0,41.0
106,17.3,127.0,3.0,168.0,41.0
110,17.4,128.0,3.0,168.0,40.0
111,17.5,128.0,3.0,168.0,40.0
108,17.6,132.0,3.0,168.0,36.0
109,17.7,133.0,3.0,168.0,35.0
67,18.1,139.0,3.0,168.0,29.0
69,18.2,140.0,3.0,168.0,28.0
68,18.3,146.0,3.0,168.0,22.0
71,18.4,147.0,3.0,168.0,21.0
70,18.5,147.0,3.0,168.0,21.0
72,18.6,148.0,3.0,168.0,20.0
50,19.1,154.0,3.0,168.0,14.0
66,19.2,156.0,3.0,168.0,12.0
57,19.3,157.0,3.0,168.0,11.0
47,19.4,161.0,3.0,168.0,7.0
48,19.5,162.0,3.0,168.0,6.0
49,19.6,168.0,3.0,168.0,0.0
42,2.1,13.0,1.0,168.0,155.0
41,2.2,13.0,1.0,168.0,155.0
40,2.3,13.0,1.0,168.0,155.0
45,2.4,17.0,1.0,168.0,151.0
44,2.5,17.0,1.0,168.0,151.0
43,2.6,21.0,1.0,168.0,147.0
39,3.1,21.0,1.0,168.0,147.0
37,3.2,25.0,1.0,168.0,143.0
38,3.3,26.0,1.0,168.0,142.0
35,3.4,26.0,1.0,168.0,142.0
36,3.5,27.0,1.0,168.0,141.0
34,3.6,28.0,1.0,168.0,140.0
95,4.1,29.0,1.0,168.0,139.0
98,4.2,29.0,1.0,168.0,139.0
97,4.3,35.0,1.0,168.0,133.0
92,4.4,36.0,1.0,168.0,132.0
91,4.5,36.0,1.0,168.0,132.0
94,4.6,37.0,1.0,168.0,131.0
93,4.7,37.0,2.0,168.0,131.0
112,5.1,37.0,2.0,168.0,131.0
113,5.2,37.0,3.0,168.0,131.0
114,5.3,37.0,3.0,168.0,131.0
115,5.4,37.0,3.0,168.0,131.0
96,5.5,37.0,3.0,168.0,131.0
120,5.6,37.0,3.0,168.0,131.0
6,6.1,41.0,3.0,168.0,127.0
31,6.2,41.0,3.0,168.0,127.0
4,6.3,41.0,3.0,168.0,127.0
29,6.4,42.0,3.0,168.0,126.0
28,6.5,42.0,3.0,168.0,126.0
1,6.6,42.0,3.0,168.0,126.0
3,7.1,43.0,3.0,168.0,125.0
0,7.2,43.0,3.0,168.0,125.0
64,7.3,43.0,3.0,168.0,125.0
32,7.4,47.0,3.0,168.0,121.0
33,7.5,47.0,3.0,168.0,121.0
30,7.6,48.0,3.0,168.0,120.0
51,8.1,49.0,3.0,168.0,119.0
53,8.2,49.0,3.0,168.0,119.0
52,8.3,49.0,3.0,168.0,119.0
55,8.4,49.0,3.0,168.0,119.0
54,8.5,53.0,3.0,168.0,115.0
56,8.6,54.0,3.0,168.0,114.0
61,9.1,54.0,3.0,168.0,114.0
62,9.2,54.0,3.0,168.0,114.0
63,9.3,55.0,3.0,168.0,113.0
58,9.4,55.0,3.0,168.0,113.0
59,9.5,56.0,3.0,168.0,112.0
60,9.6,57.0,3.0,168.0,111.0
81,0.1,0.0,0.0,150.0,150.0
83,0.2,4.0,0.0,150.0,146.0
82,0.3,8.0,0.0,150.0,142.0
85,0.4,12.0,0.0,150.0,138.0
84,0.5,16.0,0.0,150.0,134.0
86,0.6,16.0,0.0,150.0,134.0
78,1.1,20.0,0.0,150.0,130.0
79,1.2,20.0,1.0,150.0,130.0
80,1.3,21.0,1.0,150.0,129.0
74,1.4,22.0,1.0,150.0,128.0
75,1.5,25.0,1.0,150.0,125.0
76,1.6,26.0,1.0,150.0,124.0
77,1.7,26.0,1.0,150.0,124.0
8,10.1,82.0,3.0,150.0,68.0
10,10.2,83.0,3.0,150.0,67.0
9,10.3,84.0,3.0,150.0,66.0
12,10.4,84.0,3.0,150.0,66.0
11,10.5,84.0,3.0,150.0,66.0
14,10.6,86.0,3.0,150.0,64.0
13,10.7,88.0,3.0,150.0,62.0
104,11.1,88.0,3.0,150.0,62.0
105,11.2,94.0,3.0,150.0,56.0
106,11.3,95.0,3.0,150.0,55.0
101,11.4,95.0,3.0,150.0,55.0
102,11.5,95.0,3.0,150.0,55.0
103,11.6,96.0,3.0,150.0,54.0
2,12.1,100.0,3.0,150.0,50.0
27,12.2,100.0,4.0,150.0,50.0
23,12.3,101.0,4.0,150.0,49.0
34,12.4,102.0,4.0,150.0,48.0
47,12.5,103.0,4.0,150.0,47.0
5,12.6,105.0,4.0,150.0,45.0
92,13.1,105.0,4.0,150.0,45.0
90,13.2,106.0,4.0,150.0,44.0
91,13.3,106.0,4.0,150.0,44.0
88,13.4,110.0,4.0,150.0,40.0
89,13.5,111.0,4.0,150.0,39.0
87,13.6,111.0,4.0,150.0,39.0
25,14.1,112.0,4.0,150.0,38.0
28,14.2,113.0,4.0,150.0,37.0
26,14.3,115.0,4.0,150.0,35.0
21,14.4,115.0,4.0,150.0,35.0
22,14.5,115.0,4.0,150.0,35.0
24,14.6,116.0,4.0,150.0,34.0
116,15.1,117.0,4.0,150.0,33.0
117,15.2,117.0,5.0,150.0,33.0
118,15.3,118.0,5.0,150.0,32.0
119,15.4,118.0,5.0,150.0,32.0
66,15.5,119.0,5.0,150.0,31.0
121,15.6,119.0,5.0,150.0,31.0
20,16.1,119.0,5.0,150.0,31.0
19,16.2,119.0,5.0,150.0,31.0
18,16.3,120.0,5.0,150.0,30.0
17,16.4,120.0,6.0,150.0,30.0
16,16.5,120.0,6.0,150.0,30.0
15,16.6,120.0,6.0,150.0,30.0
109,17.1,120.0,6.0,150.0,30.0
107,17.2,120.0,6.0,150.0,30.0
108,17.3,120.0,6.0,150.0,30.0
111,17.4,120.0,6.0,150.0,30.0
112,17.5,121.0,6.0,150.0,29.0
110,17.6,125.0,6.0,150.0,25.0
68,18.1,126.0,6.0,150.0,24.0
70,18.2,128.0,6.0,150.0,22.0
69,18.3,130.0,6.0,150.0,20.0
72,18.4,131.0,6.0,150.0,19.0
71,18.5,132.0,6.0,150.0,18.0
73,18.6,134.0,6.0,150.0,16.0
51,19.1,135.0,6.0,150.0,15.0
67,19.2,136.0,6.0,150.0,14.0
58,19.3,142.0,6.0,150.0,8.0
48,19.4,148.0,6.0,150.0,2.0
49,19.5,148.0,7.0,150.0,2.0
50,19.6,150.0,7.0,150.0,0.0
43,2.1,30.0,1.0,150.0,120.0
42,2.2,30.0,1.0,150.0,120.0
41,2.3,30.0,1.0,150.0,120.0
46,2.4,34.0,1.0,150.0,116.0
45,2.5,36.0,1.0,150.0,114.0
44,2.6,36.0,1.0,150.0,114.0
40,3.1,37.0,1.0,150.0,113.0
38,3.2,38.0,1.0,150.0,112.0
39,3.3,38.0,1.0,150.0,112.0
36,3.4,38.0,1.0,150.0,112.0
37,3.5,38.0,1.0,150.0,112.0
35,3.6,38.0,2.0,150.0,112.0
97,4.1,38.0,2.0,150.0,112.0
100,4.2,39.0,2.0,150.0,111.0
99,4.3,40.0,2.0,150.0,110.0
94,4.4,44.0,2.0,150.0,106.0
93,4.5,45.0,2.0,150.0,105.0
96,4.6,49.0,2.0,150.0,101.0
113,5.1,50.0,2.0,150.0,100.0
95,5.2,54.0,2.0,150.0,96.0
114,5.3,55.0,2.0,150.0,95.0
115,5.4,56.0,2.0,150.0,94.0
98,5.5,56.0,2.0,150.0,94.0
120,5.6,57.0,2.0,150.0,93.0
122,5.7,59.0,2.0,150.0,91.0
6,6.1,59.0,2.0,150.0,91.0
32,6.2,60.0,2.0,150.0,90.0
4,6.3,61.0,2.0,150.0,89.0
30,6.4,61.0,2.0,150.0,89.0
29,6.5,65.0,2.0,150.0,85.0
1,6.6,65.0,2.0,150.0,85.0
3,7.1,67.0,2.0,150.0,83.0
0,7.2,68.0,2.0,150.0,82.0
65,7.3,69.0,2.0,150.0,81.0
33,7.4,70.0,2.0,150.0,80.0
7,7.5,70.0,2.0,150.0,80.0
31,7.6,71.0,2.0,150.0,79.0
52,8.1,71.0,3.0,150.0,79.0
54,8.2,71.0,3.0,150.0,79.0
53,8.3,73.0,3.0,150.0,77.0
56,8.4,74.0,3.0,150.0,76.0
55,8.5,74.0,3.0,150.0,76.0
57,8.6,78.0,3.0,150.0,72.0
62,9.1,80.0,3.0,150.0,70.0
63,9.2,81.0,3.0,150.0,69.0
64,9.3,81.0,3.0,150.0,69.0
59,9.4,81.0,3.0,150.0,69.0
60,9.5,81.0,3.0,150.0,69.0
61,9.6,82.0,3.0,150.0,68.0
86,0.1,4.0,0.0,162.0,158.0
88,0.2,4.0,0.0,162.0,158.0
87,0.3,4.0,0.0,162.0,158.0
90,0.4,4.0,0.0,162.0,158.0
89,0.5,4.0,0.0,162.0,158.0
91,0.6,4.0,0.0,162.0,158.0
83,1.1,5.0,0.0,162.0,157.0
84,1.2,5.0,0.0,162.0,157.0
85,1.3,5.0,1.0,162.0,157.0
80,1.4,5.0,1.0,162.0,157.0
81,1.5,8.0,1.0,162.0,154.0
82,1.6,8.0,1.0,162.0,154.0
8,10.1,74.0,3.0,162.0,88.0
10,10.2,74.0,4.0,162.0,88.0
9,10.3,74.0,4.0,162.0,88.0
12,10.4,75.0,4.0,162.0,87.0
11,10.5,75.0,4.0,162.0,87.0
14,10.6,75.0,5.0,162.0,87.0
13,10.7,75.0,5.0,162.0,87.0
15,10.8,76.0,5.0,162.0,86.0
109,11.1,78.0,5.0,162.0,84.0
110,11.2,80.0,5.0,162.0,82.0
111,11.3,81.0,5.0,162.0,81.0
106,11.4,82.0,5.0,162.0,80.0
107,11.5,83.0,5.0,162.0,79.0
108,11.6,83.0,5.0,162.0,79.0
2,12.1,83.0,5.0,162.0,79.0
29,12.2,83.0,5.0,162.0,79.0
51,12.3,84.0,5.0,162.0,78.0
7,12.4,86.0,5.0,162.0,76.0
50,12.5,87.0,5.0,162.0,75.0
5,12.6,88.0,5.0,162.0,74.0
4,12.7,88.0,5.0,162.0,74.0
97,13.1,90.0,5.0,162.0,72.0
95,13.2,96.0,5.0,162.0,66.0
96,13.3,96.0,5.0,162.0,66.0
93,13.4,96.0,5.0,162.0,66.0
94,13.5,102.0,5.0,162.0,60.0
92,13.6,104.0,5.0,162.0,58.0
27,14.1,105.0,5.0,162.0,57.0
30,14.2,105.0,5.0,162.0,57.0
28,14.3,105.0,5.0,162.0,57.0
22,14.4,105.0,5.0,162.0,57.0
23,14.5,109.0,5.0,162.0,53.0
26,14.6,110.0,5.0,162.0,52.0
25,14.7,110.0,5.0,162.0,52.0
37,14.8,110.0,5.0,162.0,52.0
121,15.1,111.0,5.0,162.0,51.0
122,15.2,111.0,5.0,162.0,51.0
123,15.3,112.0,5.0,162.0,50.0
124,15.4,113.0,5.0,162.0,49.0
71,15.5,114.0,5.0,162.0,48.0
126,15.6,115.0,5.0,162.0,47.0
127,15.7,115.0,5.0,162.0,47.0
21,16.1,116.0,5.0,162.0,46.0
20,16.2,122.0,5.0,162.0,40.0
19,16.3,126.0,5.0,162.0,36.0
18,16.4,126.0,6.0,162.0,36.0
17,16.5,127.0,6.0,162.0,35.0
16,16.6,128.0,6.0,162.0,34.0
114,17.1,129.0,6.0,162.0,33.0
112,17.2,130.0,6.0,162.0,32.0
113,17.3,131.0,6.0,162.0,31.0
116,17.4,132.0,6.0,162.0,30.0
117,17.5,132.0,6.0,162.0,30.0
115,17.6,138.0,6.0,162.0,24.0
73,18.1,139.0,6.0,162.0,23.0
75,18.2,141.0,6.0,162.0,21.0
74,18.3,147.0,6.0,162.0,15.0
77,18.4,151.0,6.0,162.0,11.0
76,18.5,157.0,6.0,162.0,5.0
79,18.6,158.0,6.0,162.0,4.0
55,19.1,159.0,6.0,162.0,3.0
72,19.2,160.0,6.0,162.0,2.0
63,19.3,160.0,7.0,162.0,2.0
52,19.4,160.0,7.0,162.0,2.0
53,19.5,160.0,7.0,162.0,2.0
54,19.6,162.0,7.0,162.0,0.0
46,2.1,8.0,1.0,162.0,154.0
45,2.2,9.0,1.0,162.0,153.0
44,2.3,13.0,1.0,162.0,149.0
49,2.4,14.0,1.0,162.0,148.0
48,2.5,14.0,2.0,162.0,148.0
47,2.6,15.0,2.0,162.0,147.0
43,3.1,15.0,2.0,162.0,147.0
41,3.2,15.0,2.0,162.0,147.0
42,3.3,15.0,2.0,162.0,147.0
39,3.4,16.0,2.0,162.0,146.0
40,3.5,17.0,2.0,162.0,145.0
38,3.6,17.0,2.0,162.0,145.0
102,4.1,18.0,2.0,162.0,144.0
105,4.2,18.0,2.0,162.0,144.0
104,4.3,19.0,2.0,162.0,143.0
99,4.4,19.0,2.0,162.0,143.0
98,4.5,20.0,2.0,162.0,142.0
101,4.6,20.0,2.0,162.0,142.0
118,5.1,24.0,2.0,162.0,138.0
100,5.2,28.0,2.0,162.0,134.0
119,5.3,28.0,2.0,162.0,134.0
120,5.4,29.0,2.0,162.0,133.0
103,5.5,35.0,2.0,162.0,127.0
125,5.6,35.0,3.0,162.0,127.0
6,6.1,36.0,3.0,162.0,126.0
34,6.2,36.0,3.0,162.0,126.0
33,6.3,37.0,3.0,162.0,125.0
32,6.4,39.0,3.0,162.0,123.0
31,6.5,40.0,3.0,162.0,122.0
1,6.6,41.0,3.0,162.0,121.0
24,6.7,45.0,3.0,162.0,117.0
3,7.1,46.0,3.0,162.0,116.0
0,7.2,47.0,3.0,162.0,115.0
70,7.3,47.0,3.0,162.0,115.0
35,7.4,51.0,3.0,162.0,111.0
36,7.5,52.0,3.0,162.0,110.0
78,7.6,53.0,3.0,162.0,109.0
56,8.1,53.0,3.0,162.0,109.0
58,8.2,58.0,3.0,162.0,104.0
57,8.3,60.0,3.0,162.0,102.0
60,8.4,60.0,3.0,162.0,102.0
59,8.5,60.0,3.0,162.0,102.0
62,8.6,61.0,3.0,162.0,101.0
61,8.7,61.0,3.0,162.0,101.0
67,9.1,65.0,3.0,162.0,97.0
68,9.2,66.0,3.0,162.0,96.0
69,9.3,70.0,3.0,162.0,92.0
64,9.4,71.0,3.0,162.0,91.0
65,9.5,72.0,3.0,162.0,90.0
66,9.6,73.0,3.0,162.0,89.0
85,0.1,0.0,0.0,209.0,209.0
87,0.2,0.0,0.0,209.0,209.0
86,0.3,0.0,0.0,209.0,209.0
89,0.4,4.0,0.0,209.0,205.0
88,0.5,4.0,0.0,209.0,205.0
90,0.6,4.0,0.0,209.0,205.0
82,1.1,5.0,0.0,209.0,204.0
83,1.2,9.0,0.0,209.0,200.0
84,1.3,9.0,0.0,209.0,200.0
78,1.4,10.0,0.0,209.0,199.0
79,1.5,10.0,0.0,209.0,199.0
80,1.6,11.0,0.0,209.0,198.0
81,1.7,11.0,0.0,209.0,198.0
9,10.1,90.0,1.0,209.0,119.0
11,10.2,91.0,1.0,209.0,118.0
10,10.3,95.0,1.0,209.0,114.0
13,10.4,95.0,1.0,209.0,114.0
12,10.5,96.0,1.0,209.0,113.0
14,10.6,96.0,1.0,209.0,113.0
0,11.1,97.0,1.0,209.0,112.0
110,11.2,99.0,1.0,209.0,110.0
111,11.3,105.0,1.0,209.0,104.0
105,11.4,110.0,1.0,209.0,99.0
106,11.5,116.0,1.0,209.0,93.0
107,11.6,117.0,1.0,209.0,92.0
108,11.7,119.0,1.0,209.0,90.0
3,12.1,120.0,1.0,209.0,89.0
28,12.2,121.0,1.0,209.0,88.0
50,12.3,121.0,1.0,209.0,88.0
35,12.4,127.0,1.0,209.0,82.0
49,12.5,133.0,1.0,209.0,76.0
6,12.6,133.0,1.0,209.0,76.0
96,13.1,134.0,1.0,209.0,75.0
94,13.2,135.0,1.0,209.0,74.0
95,13.3,135.0,2.0,209.0,74.0
92,13.4,135.0,2.0,209.0,74.0
93,13.5,136.0,2.0,209.0,73.0
91,13.6,140.0,2.0,209.0,69.0
26,14.1,140.0,2.0,209.0,69.0
29,14.2,140.0,2.0,209.0,69.0
27,14.3,140.0,2.0,209.0,69.0
22,14.4,140.0,2.0,209.0,69.0
23,14.5,142.0,2.0,209.0,67.0
25,14.6,143.0,2.0,209.0,66.0
122,15.1,144.0,2.0,209.0,65.0
123,15.2,145.0,2.0,209.0,64.0
124,15.3,146.0,2.0,209.0,63.0
125,15.4,147.0,2.0,209.0,62.0
69,15.5,151.0,2.0,209.0,58.0
127,15.6,152.0,2.0,209.0,57.0
21,16.1,154.0,2.0,209.0,55.0
20,16.2,160.0,2.0,209.0,49.0
19,16.3,160.0,2.0,209.0,49.0
18,16.4,161.0,2.0,209.0,48.0
17,16.5,162.0,2.0,209.0,47.0
16,16.6,163.0,2.0,209.0,46.0
15,16.7,164.0,2.0,209.0,45.0
114,17.1,170.0,2.0,209.0,39.0
112,17.2,170.0,2.0,209.0,39.0
113,17.3,176.0,2.0,209.0,33.0
116,17.4,177.0,2.0,209.0,32.0
117,17.5,178.0,2.0,209.0,31.0
115,17.6,184.0,2.0,209.0,25.0
72,18.1,185.0,2.0,209.0,24.0
74,18.2,189.0,2.0,209.0,20.0
73,18.3,189.0,2.0,209.0,20.0
76,18.4,193.0,2.0,209.0,16.0
75,18.5,193.0,2.0,209.0,16.0
77,18.6,194.0,2.0,209.0,15.0
54,19.1,198.0,2.0,209.0,11.0
70,19.2,198.0,3.0,209.0,11.0
61,19.3,198.0,4.0,209.0,11.0
51,19.4,204.0,4.0,209.0,5.0
52,19.5,208.0,4.0,209.0,1.0
53,19.6,209.0,4.0,209.0,0.0
44,2.1,11.0,0.0,209.0,198.0
43,2.2,12.0,0.0,209.0,197.0
42,2.3,17.0,0.0,209.0,192.0
48,2.4,23.0,0.0,209.0,186.0
47,2.5,23.0,0.0,209.0,186.0
46,2.6,24.0,0.0,209.0,185.0
45,2.7,24.0,0.0,209.0,185.0
38,2.8,24.0,0.0,209.0,185.0
41,3.1,24.0,0.0,209.0,185.0
39,3.2,25.0,0.0,209.0,184.0
40,3.3,25.0,0.0,209.0,184.0
37,3.4,29.0,0.0,209.0,180.0
71,3.5,30.0,0.0,209.0,179.0
36,3.6,34.0,0.0,209.0,175.0
101,4.1,34.0,0.0,209.0,175.0
104,4.2,35.0,0.0,209.0,174.0
103,4.3,36.0,0.0,209.0,173.0
98,4.4,36.0,0.0,209.0,173.0
97,4.5,36.0,0.0,209.0,173.0
100,4.6,37.0,0.0,209.0,172.0
99,4.7,41.0,0.0,209.0,168.0
109,4.8,41.0,0.0,209.0,168.0
118,5.1,41.0,0.0,209.0,168.0
119,5.2,47.0,0.0,209.0,162.0
120,5.3,47.0,0.0,209.0,162.0
